Navn;Land;Rang;Position;Pris;Markedsværdi (EUR);Værdi-indeks;Popularitet;Ude af spil;Program R1-3;Runde 1;Runde 2;Runde 3;Runde 4;Runde 5;Runde 6;Runde 7;Runde 8
Nadiem Amiri;Tyskland;4;Midtbane;2500000;17000000;6.8;0.0016367220920284194;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Angelo Stiller;Tyskland;4;Midtbane;2500000;45000000;18.0;0.007448945430197523;Nej;2.0;Curaçao 14/6;Elfenbenskysten 20/6;Ecuador 25/6;;;;;
Luciano Valente;Holland;7;Midtbane;2500000;1500000;0.6;9.299557341070565e-06;Ja;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Marten de Roon;Holland;7;Midtbane;2500000;3200000;1.28;0.000641669456533869;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Justin Kluivert;Holland;7;Midtbane;2500000;25000000;10.0;0.004370791950303166;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Mats Wieffer;Holland;7;Midtbane;2500000;25000000;10.0;0.0005207752110999517;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Guus Til;Holland;7;Midtbane;2500000;15000000;6.0;0.0008741583900606331;Nej;2.0;Japan 14/6;Sverige 20/6;Tunesien 25/6;;;;;
Mattias Svanberg;Sverige;14;Midtbane;2500000;8000000;3.2;0.0005672729978053045;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Ken Sema;Sverige;14;Midtbane;2500000;800000;0.32;0.00030688539225532866;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Herman Johansson;Sverige;14;Midtbane;2500000;1800000;0.72;0.0007160659152624335;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Hugo Larsson;Sverige;14;Midtbane;2500000;35000000;14.0;0;Ja;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Lucas Bergvall;Sverige;14;Midtbane;2500000;35000000;14.0;0.0038314176245210726;Nej;2.0;Tunesien 15/6;Holland 20/6;Japan 25/6;;;;;
Himad Abdelli;Algeriet;23;Midtbane;2500000;5000000;2.0;0;Ja;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Ramiz Zerrouki;Algeriet;23;Midtbane;2500000;6500000;2.6;2.7898672023211696e-05;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Fares Chaibi;Algeriet;23;Midtbane;2500000;15000000;6.0;0.00026038760554997583;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Hicham Boudaoui;Algeriet;23;Midtbane;2500000;12000000;4.8;7.439645872856452e-05;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Ismael Bennacer;Algeriet;23;Midtbane;2500000;14000000;5.6;0;Ja;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Nabil Bentaleb;Algeriet;23;Midtbane;2500000;4500000;1.8;0.00030688539225532866;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Houssem Aouar;Algeriet;23;Midtbane;2500000;8000000;3.2;0.0006230703418517279;Nej;2.0;Argentina 17/6;Jordan 23/6;Østrig 28/6;;;;;
Alan Varela;Argentina;8;Midtbane;2500000;35000000;14.0;0.00026038760554997583;Ja;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Valentin Barco;Argentina;8;Midtbane;2500000;40000000;16.0;0.008509094967079568;Nej;1.7;Algeriet 17/6;Østrig 22/6;Jordan 28/6;;;;;
Cristian Volpato;Australien;37;Midtbane;2500000;10000000;4.0;0.00033478406427854036;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Riley McGree;Australien;37;Midtbane;2500000;3500000;1.4;9.299557341070565e-06;Ja;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Jackson Irvine;Australien;37;Midtbane;2500000;1000000;0.4;0.0003440836216196109;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Aiden O'Neill;Australien;37;Midtbane;2500000;3000000;1.2;0.0010973477662463266;Nej;2.3;Tyrkiet 14/6;USA 19/6;Paraguay 26/6;;;;;
Fabinho;Brasilien;6;Midtbane;2500000;12000000;4.8;0.0062400029758583496;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Vitinho;Brasilien;6;Midtbane;2500000;6000000;2.4;4.6497786705352825e-05;Ja;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Gabriel Sara;Brasilien;6;Midtbane;2500000;75000000;30.0;9.299557341070565e-06;Ja;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Seko Fofana;Elfenbenskysten;12;Midtbane;2500000;8000000;3.2;0.0013856340438195142;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Jean Michael Seri;Elfenbenskysten;12;Midtbane;2500000;100000;0.04;0.0003161849495963992;Nej;2.0;Ecuador 14/6;Tyskland 20/6;Curaçao 25/6;;;;;
Ederson;Brasilien;6;Midtbane;2500000;10000000;4.0;0.005719227764758398;Nej;2.0;Marokko 13/6;Haiti 20/6;Skotland 24/6;;;;;
Kobbie Mainoo;England;2;Midtbane;2500000;70000000;28.0;0.023918461481233493;Nej;2.0;Kroatien 17/6;Ghana 23/6;Panama 27/6;;;;;
Ibrahim Sulemana;Ghana;25;Midtbane;2500000;6000000;2.4;0;Ja;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Elisha Owusu;Ghana;25;Midtbane;2500000;4000000;1.6;0.0005207752110999517;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Wataru Endo;Japan;21;Midtbane;2500000;4000000;1.6;0.0022318937618569356;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Kwasi Sibo;Ghana;25;Midtbane;2500000;1400000;0.56;0.00019529070416248186;Nej;2.3;Panama 17/6;England 23/6;Kroatien 27/6;;;;;
Ao Tanaka;Japan;21;Midtbane;2500000;13000000;5.2;0.0023620875646319234;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Kaishu Sano;Japan;21;Midtbane;2500000;40000000;16.0;0.0005951716698285161;Nej;2.3;Holland 14/6;Tunesien 21/6;Sverige 25/6;;;;;
Jens Castrop;Sydkorea;33;Midtbane;2500000;10000000;4.0;0.00030688539225532866;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
In-beom Hwang;Sydkorea;33;Midtbane;2500000;7000000;2.8;0.0006044712271695867;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Hyun-Jun Yang;Sydkorea;33;Midtbane;2500000;5000000;2.0;0.0005672729978053045;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Jun-ho Bae;Sydkorea;33;Midtbane;2500000;4000000;1.6;0.00017669158948034074;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Jin-gyu Kim;Sydkorea;33;Midtbane;2500000;1200000;0.48;0.00026968716289104636;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Jin-seob Park;Sydkorea;33;Midtbane;2500000;1000000;0.4;0.00012089424543391734;Nej;1.7;Tjekkiet 12/6;Mexico 19/6;Sydafrika 25/6;;;;;
Brian Gutierrez;Mexico;26;Midtbane;2500000;8000000;3.2;0.07255514637503255;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Alvaro Fidalgo;Mexico;26;Midtbane;2500000;6000000;2.4;0.011903433396570323;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Obed Vargas;Mexico;26;Midtbane;2500000;10000000;4.0;0.0005486738831231633;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Joe Bell;New Zealand;43;Midtbane;2500000;3500000;1.4;0.00026038760554997583;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Carlos Rodriguez;Mexico;26;Midtbane;2500000;6000000;2.4;0;Ja;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Erik Lira;Mexico;26;Midtbane;2500000;12000000;4.8;0.0014879291745712904;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Gilberto Mora;Mexico;26;Midtbane;2500000;10000000;4.0;0.005877320239556597;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Cesar Huerta;Mexico;26;Midtbane;2500000;3500000;1.4;0.0008741583900606331;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Luis Romo;Mexico;26;Midtbane;2500000;3000000;1.2;0.0004184800803481754;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Roberto Alvarado;Mexico;26;Midtbane;2500000;7500000;3.0;0.04102034743146226;Nej;1.3;Sydafrika 11/6;Sydkorea 19/6;Tjekkiet 25/6;;;;;
Callum McCowatt;New Zealand;43;Midtbane;2500000;2500000;1.0;0.0017204181080980546;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Ryan Thomas;New Zealand;43;Midtbane;2500000;650000;0.26;0.00010229513075177621;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Marko Stamenic;New Zealand;43;Midtbane;2500000;3000000;1.2;0.00019529070416248186;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Sarpreet Singh;New Zealand;43;Midtbane;2500000;500000;0.2;0.00012089424543391734;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Matthew Garbett;New Zealand;43;Midtbane;2500000;450000;0.18;0.00012089424543391734;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Alex Rufer;New Zealand;43;Midtbane;2500000;600000;0.24;0.00023248893352676412;Nej;1.7;Iran 16/6;Egypten 22/6;Belgien 27/6;;;;;
Andres Cubas;Paraguay;30;Midtbane;2500000;4500000;1.8;0.0003533831789606815;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Damian Bobadilla;Paraguay;30;Midtbane;2500000;6000000;2.4;0.00030688539225532866;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Matias Galarza Fonda;Paraguay;30;Midtbane;2500000;3000000;1.2;0.00019529070416248186;Nej;2.0;USA 13/6;Tyrkiet 20/6;Australien 26/6;;;;;
Joaquin Piquerez;Uruguay;19;Midtbane;2500000;12000000;4.8;0.00025108804820890524;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Themba Zwane;Sydafrika;40;Midtbane;2500000;250000;0.1;0.00019529070416248186;Nej;1.7;Mexico 11/6;Tjekkiet 18/6;Sydkorea 25/6;;;;;
Nicolas Fonseca;Uruguay;19;Midtbane;2500000;2700000;1.08;0;Ja;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Agustin Canobbio;Uruguay;19;Midtbane;2500000;8000000;3.2;0.003478034445560391;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Emiliano Martinez Toranza;Uruguay;19;Midtbane;2500000;6500000;2.6;0.00044637875237138713;Nej;1.7;Saudi-Arabien 15/6;Kap Verde 21/6;Spanien 27/6;;;;;
Tanner Tessmann;USA;17;Midtbane;2500000;6000000;2.4;0;Ja;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Cristian Roldan;USA;17;Midtbane;2500000;3500000;1.4;0.000790462373990998;Nej;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Aidan Morris;USA;17;Midtbane;2500000;3500000;1.4;0;Ja;2.0;Paraguay 13/6;Australien 19/6;Tyrkiet 26/6;;;;;
Gustavo Puerta;Colombia;22;Midtbane;2500000;10000000;4.0;0.0007439645872856452;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Juan Quintero;Colombia;22;Midtbane;2500000;1800000;0.72;0.00040918052300710484;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Alan Franco;Ecuador;20;Midtbane;2500000;4500000;1.8;0.0007439645872856452;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Denil Castillo;Ecuador;20;Midtbane;2500000;7000000;2.8;0.0017576163374623368;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Juan Portilla;Colombia;22;Midtbane;2500000;5000000;2.0;0.00026038760554997583;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Jaminton Campaz;Colombia;22;Midtbane;2500000;5500000;2.2;0.00024178849086783468;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Jorge Carrascal;Colombia;22;Midtbane;2500000;13000000;5.2;0.00030688539225532866;Nej;2.0;Usbekistan 18/6;Congo DR 24/6;Portugal 27/6;;;;;
Pedro Vite;Ecuador;20;Midtbane;2500000;6000000;2.4;0.0005393743257820927;Nej;2.3;Elfenbenskysten 14/6;Curaçao 21/6;Tyskland 25/6;;;;;
Ivan Basic;Bosnien-Hercegovina;31;Midtbane;2500000;1500000;0.6;0.000362682736301752;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Dzenis Burnic;Bosnien-Hercegovina;31;Midtbane;2500000;1200000;0.48;0.00013949336011605847;Nej;1.7;Canada 12/6;Schweiz 18/6;Qatar 24/6;;;;;
Mohammad Ghorbani;Iran;44;Midtbane;2500000;1200000;0.48;0.0003254845069374698;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Saman Ghoddos;Iran;44;Midtbane;2500000;1200000;0.48;0.00033478406427854036;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Saeid Ezatolahi;Iran;44;Midtbane;2500000;1800000;0.72;0.0004184800803481754;Nej;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Omid Noorafkan;Iran;44;Midtbane;2500000;1000000;0.4;0;Ja;1.7;New Zealand 16/6;Belgien 21/6;Egypten 27/6;;;;;
Nicolas Raskin;Belgien;9;Midtbane;2500000;12000000;4.8;0.0016646207640516311;Nej;1.0;Egypten 15/6;Iran 21/6;New Zealand 27/6;;;;;
Aimar Sher;Irak;46;Midtbane;2500000;1500000;0.6;0.00019529070416248186;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Ibrahim Bayesh;Irak;46;Midtbane;2500000;800000;0.32;0.00014879291745712903;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Marko Farji;Irak;46;Midtbane;2500000;1700000;0.68;0.00010229513075177621;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Zidane Iqbal;Irak;46;Midtbane;2500000;1000000;0.4;0.00016739203213927018;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Youssef Amyn;Irak;46;Midtbane;2500000;550000;0.22;8.369601606963509e-05;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Zaid Ismail;Irak;46;Midtbane;2500000;500000;0.2;0.00013019380277498792;Nej;3.0;Norge 16/6;Frankrig 22/6;Senegal 26/6;;;;;
Jose Luis Rodriguez Francis;Panama;42;Midtbane;2500000;2500000;1.0;0.00022318937618569356;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Emam Ashour;Egypten;34;Midtbane;2500000;4000000;1.6;0.0006323698991927984;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Carlos Harvey;Panama;42;Midtbane;2500000;600000;0.24;0.00013019380277498792;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Adalberto Carrasquilla;Panama;42;Midtbane;2500000;4000000;1.6;0.0007346650299445746;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Anibal Godoy;Panama;42;Midtbane;2500000;100000;0.04;0.00016739203213927018;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Cristian Martinez;Panama;42;Midtbane;2500000;800000;0.32;0.00011159468809284678;Nej;2.7;Ghana 17/6;Kroatien 23/6;England 27/6;;;;;
Mohanad Lasheen;Egypten;34;Midtbane;2500000;3000000;1.2;6.509690138749396e-05;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Hamdy Fathy;Egypten;34;Midtbane;2500000;1800000;0.72;0.00014879291745712903;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Mahmoud Saber;Egypten;34;Midtbane;2500000;1500000;0.6;0.00011159468809284678;Nej;1.7;Belgien 15/6;New Zealand 22/6;Iran 27/6;;;;;
Ayoube Amaimouni-Echghouyab;Marokko;11;Midtbane;2500000;10000000;4.0;0.0005672729978053045;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Soufiane Rahimi;Marokko;11;Midtbane;2500000;6000000;2.4;0.0005486738831231633;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Sofyan Amrabat;Marokko;11;Midtbane;2500000;10000000;4.0;0.0021295986311051594;Nej;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Hakim Ziyech;Marokko;11;Midtbane;2500000;2500000;1.0;0.00010229513075177621;Ja;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Habib Diarra;Senegal;13;Midtbane;2500000;35000000;14.0;0.0004184800803481754;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Oussama Targhalline;Marokko;11;Midtbane;2500000;3000000;1.2;0;Ja;2.0;Brasilien 13/6;Skotland 19/6;Haiti 24/6;;;;;
Pape Matar Sarr;Senegal;13;Midtbane;2500000;30000000;12.0;0.0012554402410445264;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Pathe Ciss;Senegal;13;Midtbane;2500000;1800000;0.72;0.00020459026150355242;Nej;2.3;Frankrig 16/6;Norge 23/6;Irak 26/6;;;;;
Anis Ben Slimane;Tunesien;35;Midtbane;2500000;4000000;1.6;0.0018320127961909012;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Ellyes Skhiri;Tunesien;35;Midtbane;2500000;5000000;2.0;8.369601606963509e-05;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Naim Sliti;Tunesien;35;Midtbane;2500000;2500000;1.0;0;Ja;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Ismael Gharbi;Tunesien;35;Midtbane;2500000;5000000;2.0;8.369601606963509e-05;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Elias Saad;Tunesien;35;Midtbane;2500000;2000000;0.8;0.00013019380277498792;Nej;2.7;Sverige 15/6;Japan 21/6;Holland 25/6;;;;;
Ayman Yahya Salem;Saudi-Arabien;41;Midtbane;2500000;1200000;0.48;7.439645872856452e-05;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Saleh Al-Shamat;Saudi-Arabien;41;Midtbane;2500000;150000;0.06;0;Ja;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Musab Al-Juwayr;Saudi-Arabien;41;Midtbane;2500000;6000000;2.4;0.00017669158948034074;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Ziyad Al-Johani;Saudi-Arabien;41;Midtbane;2500000;800000;0.32;0.00017669158948034074;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Abdullah Al-Khaibari;Saudi-Arabien;41;Midtbane;2500000;750000;0.3;0.00030688539225532866;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Nasser Al-Dawsari;Saudi-Arabien;41;Midtbane;2500000;900000;0.36;0.0001859911468214113;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Abdulrahman Al-Obood;Saudi-Arabien;41;Midtbane;2500000;700000;0.28;0;Ja;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Khalid Al-Ghannam;Saudi-Arabien;41;Midtbane;2500000;2500000;1.0;9.299557341070565e-05;Nej;2.0;Uruguay 15/6;Spanien 21/6;Kap Verde 27/6;;;;;
Mohamed Al-Mannai;Qatar;47;Midtbane;2500000;500000;0.2;0.00013949336011605847;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Assim Madibo;Qatar;47;Midtbane;2500000;350000;0.14;0.00011159468809284678;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Jassem Gaber;Qatar;47;Midtbane;2500000;500000;0.2;9.299557341070565e-06;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Mohammed Waad;Qatar;47;Midtbane;2500000;600000;0.24;9.299557341070565e-06;Ja;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Hassan Al-Haydos;Qatar;47;Midtbane;2500000;300000;0.12;0.00011159468809284678;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Karim Boudiaf;Qatar;47;Midtbane;2500000;175000;0.07;9.299557341070565e-06;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Ahmed Fathi;Qatar;47;Midtbane;2500000;250000;0.1;0.0001580924747981996;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Abdulaziz Hatim Mohammed;Qatar;47;Midtbane;2500000;250000;0.1;0.0006788676858981512;Nej;2.0;Schweiz 13/6;Canada 18/6;Bosnien-Hercegovina 24/6;;;;;
Kenny McLean;Skotland;29;Midtbane;2500000;400000;0.16;0.0006695681285570807;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
Ryan Christie;Skotland;29;Midtbane;2500000;8000000;3.2;0.01085258341702935;Nej;2.3;Haiti 14/6;Marokko 19/6;Brasilien 24/6;;;;;
David 'Junior' Hoilett;Canada;28;Midtbane;2500000;100000;0.04;0;Ja;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Mohammad Abu 'Shararh' Zrayq;Jordan;48;Midtbane;2500000;700000;0.28;5.579734404642339e-05;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Mohammad Abu Hasheesh;Jordan;48;Midtbane;2500000;400000;0.16;1.859911468214113e-05;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Noor Al-Rawabdeh;Jordan;48;Midtbane;2500000;500000;0.2;2.7898672023211696e-05;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Ibrahim Saadeh;Jordan;48;Midtbane;2500000;500000;0.2;0.0001580924747981996;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Amer Jamous;Jordan;48;Midtbane;2500000;500000;0.2;9.299557341070565e-05;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Mohannad Abu Taha;Jordan;48;Midtbane;2500000;550000;0.22;0.0001859911468214113;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Laros Duarte;Kap Verde;38;Midtbane;2500000;1000000;0.4;9.299557341070565e-05;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Ailson Tavares;Kap Verde;38;Midtbane;2500000;300000;0.12;0;Ja;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Deroy Duarte;Kap Verde;38;Midtbane;2500000;1800000;0.72;0.0001859911468214113;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Jamiro Monteiro;Kap Verde;38;Midtbane;2500000;650000;0.26;0.00016739203213927018;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Odildzhon Khamrobekov;Usbekistan;36;Midtbane;2500000;1000000;0.4;9.299557341070565e-05;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Akmal Mozgovoy;Usbekistan;36;Midtbane;2500000;1400000;0.56;0.00013949336011605847;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Abbosbek Fayzullaev;Usbekistan;36;Midtbane;2500000;7000000;2.8;0.0009206561767659859;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Oston Urunov;Usbekistan;36;Midtbane;2500000;2000000;0.8;0.00010229513075177621;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Jaloliddin Masharipov;Usbekistan;36;Midtbane;2500000;1000000;0.4;0.00010229513075177621;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Otabek Shukurov;Usbekistan;36;Midtbane;2500000;1500000;0.6;9.299557341070565e-05;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Stephen Eustaquio;Canada;28;Midtbane;2500000;6000000;2.4;0.0008648588327195625;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Aziz Ganiev;Usbekistan;36;Midtbane;2500000;2000000;0.8;7.439645872856452e-05;Nej;2.3;Colombia 18/6;Portugal 23/6;Congo DR 27/6;;;;;
Mathieu Choiniere;Canada;28;Midtbane;2500000;800000;0.32;0.00017669158948034074;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Niko Sigur;Canada;28;Midtbane;2500000;4000000;1.6;0.0001580924747981996;Nej;1.7;Bosnien-Hercegovina 12/6;Qatar 18/6;Schweiz 24/6;;;;;
Telmo Arcanjo;Kap Verde;38;Midtbane;2500000;3000000;1.2;0.00013949336011605847;Nej;2.0;Spanien 15/6;Uruguay 21/6;Saudi-Arabien 27/6;;;;;
Morten Thorsby;Norge;10;Midtbane;2500000;2800000;1.12;0.0005951716698285161;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Patrick Berg;Norge;10;Midtbane;2500000;8000000;3.2;0.002203995089833724;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Rajaei Ayed;Jordan;48;Midtbane;2500000;325000;0.13;4.6497786705352825e-05;Nej;2.3;Østrig 17/6;Algeriet 23/6;Argentina 28/6;;;;;
Jens Petter Hauge;Norge;10;Midtbane;2500000;12000000;4.8;0.0038593162965442846;Nej;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Kristian Arnstad;Norge;10;Midtbane;2500000;2000000;0.8;1.859911468214113e-05;Ja;2.3;Irak 16/6;Senegal 23/6;Frankrig 26/6;;;;;
Leandro Bacuna;Curaçao;45;Midtbane;2500000;250000;0.1;0.00024178849086783468;Nej;2.7;Tyskland 14/6;Ecuador 21/6;Elfenbenskysten 25/6;;;;;
